Number of Stops,Stops,Wheat Delivered (kg)
4,"7,19,41,72",41
4,"7,19,41,73",41
4,"7,19,41,74",41
4,"7,19,41,75",41
4,"7,19,41,76",41
4,"7,19,41,77",41
4,"7,19,41,78",41
4,"7,19,41,79",41
4,"7,19,41,80",41
4,"7,19,41,81",41
4,"7,19,41,82",41
4,"7,19,41,83",41
4,"7,19,41,84",41
4,"7,19,41,85",41
4,"7,19,41,86",41
4,"7,19,41,87",41
4,"7,19,41,88",41
4,"7,19,41,89",41
4,"7,19,41,90",41
4,"7,19,41,91",41
4,"7,19,41,92",41
4,"7,19,41,93",41
4,"7,19,41,94",41
4,"7,19,41,95",41
4,"7,19,41,96",41
4,"7,19,41,97",41
4,"7,19,41,98",41
4,"7,19,41,99",41
4,"7,19,58,98",41
4,"7,19,58,99",41
4,"7,20,41,63",41
4,"7,20,41,64",41
4,"7,20,41,65",41
4,"7,20,41,66",41
4,"7,20,41,67",41
4,"7,20,41,68",41
4,"7,20,41,69",41
4,"7,20,41,70",41
4,"7,20,41,71",41
4,"7,20,41,72",41
4,"7,20,41,73",41
4,"7,20,41,74",41
4,"7,20,41,75",41
4,"7,20,41,76",41
4,"7,20,41,77",41
4,"7,20,41,78",41
4,"7,20,41,79",41
4,"7,20,41,80",41
4,"7,20,41,81",41
4,"7,20,41,82",41
4,"7,20,41,83",41
4,"7,20,41,84",41
4,"7,20,41,85",41
4,"7,20,41,86",41
4,"7,20,41,87",41
4,"7,20,41,88",41
4,"7,20,41,89",41
4,"7,20,41,90",41
4,"7,20,41,91",41
4,"7,20,41,92",41
4,"7,20,41,93",41
4,"7,20,41,94",41
4,"7,20,41,95",41
4,"7,20,41,96",41
4,"7,20,41,97",41
4,"7,20,41,98",41
4,"7,20,41,99",41
4,"7,21,41,62",41
4,"7,21,41,63",41
4,"7,21,41,64",41
4,"7,21,41,65",41
4,"7,21,41,66",41
4,"7,21,41,67",41
4,"7,21,41,68",41
4,"7,21,41,69",41
4,"7,21,41,70",41
4,"7,21,41,71",41
4,"7,21,41,72",41
4,"7,21,41,73",41
4,"7,21,41,74",41
4,"7,21,41,75",41
4,"7,21,41,76",41
4,"7,21,41,77",41
4,"7,21,41,78",41
4,"7,21,41,79",41
4,"7,21,41,80",41
4,"7,21,41,81",41
4,"7,21,41,82",41
4,"7,21,41,83",41
4,"7,21,41,84",41
4,"7,21,41,85",41
4,"7,21,41,86",41
4,"7,21,41,87",41
4,"7,21,41,88",41
4,"7,21,41,89",41
4,"7,21,41,90",41
4,"7,21,41,91",41
4,"7,21,41,92",41
4,"7,21,41,93",41
4,"7,21,41,94",41
4,"7,21,41,95",41
4,"7,21,41,96",41
4,"7,21,41,97",41
4,"7,21,41,98",41
4,"7,21,41,99",41
4,"7,22,41,61",41
4,"7,22,41,62",41
4,"7,22,41,63",41
4,"7,22,41,64",41
4,"7,22,41,65",41
4,"7,22,41,66",41
4,"7,22,41,67",41
4,"7,22,41,68",41
4,"7,22,41,69",41
4,"7,22,41,70",41
4,"7,22,41,71",41
4,"7,22,41,72",41
4,"7,22,41,73",41
4,"7,22,41,74",41
4,"7,22,41,75",41
4,"7,22,41,76",41
4,"7,22,41,77",41
4,"7,22,41,78",41
4,"7,22,41,79",41
4,"7,22,41,80",41
4,"7,22,41,81",41
4,"7,22,41,82",41
4,"7,22,41,83",41
4,"7,22,41,84",41
4,"7,22,41,85",41
4,"7,22,41,86",41
4,"7,22,41,87",41
4,"7,22,41,88",41
4,"7,22,41,89",41
4,"7,22,41,90",41
4,"7,22,41,91",41
4,"7,22,41,92",41
4,"7,22,41,93",41
4,"7,22,41,94",41
4,"7,22,41,95",41
4,"7,22,41,96",41
4,"7,22,41,97",41
4,"7,22,41,98",41
4,"7,22,41,99",41
4,"7,23,41,60",41
4,"7,23,41,61",41
4,"7,23,41,62",41
4,"7,23,41,63",41
4,"7,23,41,64",41
4,"7,23,41,65",41
4,"7,23,41,66",41
4,"7,23,41,67",41
4,"7,23,41,68",41
4,"7,23,41,69",41
4,"7,23,41,70",41
4,"7,23,41,71",41
4,"7,23,41,72",41
4,"7,23,41,73",41
4,"7,23,41,74",41
4,"7,23,41,75",41
4,"7,23,41,76",41
4,"7,23,41,77",41
4,"7,23,41,78",41
4,"7,23,41,79",41
4,"7,23,41,80",41
4,"7,23,41,81",41
4,"7,23,41,82",41
4,"7,23,41,83",41
4,"7,23,41,84",41
4,"7,23,41,85",41
4,"7,23,41,86",41
4,"7,23,41,87",41
4,"7,23,41,88",41
4,"7,23,41,89",41
4,"7,23,41,90",41
4,"7,23,41,91",41
4,"7,23,41,92",41
4,"7,23,41,93",41
4,"7,23,41,94",41
4,"7,23,41,95",41
4,"7,23,41,96",41
4,"7,23,41,97",41
4,"7,23,41,98",41
4,"7,23,41,99",41
4,"8,17,27,41",41
4,"8,17,27,55",41
4,"8,17,28,55",41
4,"8,17,29,55",41
4,"8,17,30,55",41
4,"8,17,31,55",41
4,"8,17,32,55",41
4,"8,17,33,55",41
4,"8,17,34,55",41
4,"8,17,35,55",41
4,"8,17,41,66",41
4,"8,17,41,67",41
4,"8,17,41,68",41
4,"8,17,41,69",41
4,"8,17,41,70",41
4,"8,17,41,71",41
4,"8,17,41,72",41
4,"8,17,41,73",41
4,"8,17,41,74",41
4,"8,17,41,75",41
4,"8,17,41,76",41
4,"8,17,41,77",41
4,"8,17,41,78",41
4,"8,17,41,79",41
4,"8,17,41,80",41
4,"8,17,41,81",41
4,"8,17,41,82",41
4,"8,17,41,83",41
4,"8,17,41,84",41
4,"8,17,41,85",41
4,"8,17,41,86",41
4,"8,17,41,87",41
4,"8,17,41,88",41
4,"8,17,41,89",41
4,"8,17,41,90",41
4,"8,17,41,91",41
4,"8,17,41,92",41
4,"8,17,41,93",41
4,"8,17,41,94",41
4,"8,17,41,95",41
4,"8,17,41,96",41
4,"8,17,41,97",41
4,"8,17,41,98",41
4,"8,17,41,99",41
4,"8,17,55,94",41
4,"8,17,55,95",41
4,"8,17,55,96",41
4,"8,17,55,97",41
4,"8,17,55,98",41
4,"8,17,55,99",41
4,"8,18,41,65",41
4,"8,18,41,66",41
4,"8,18,41,67",41
4,"8,18,41,68",41
4,"8,18,41,69",41
4,"8,18,41,70",41
4,"8,18,41,71",41
4,"8,18,41,72",41
4,"8,18,41,73",41
4,"8,18,41,74",41
4,"8,18,41,75",41
4,"8,18,41,76",41
4,"8,18,41,77",41
4,"8,18,41,78",41
4,"8,18,41,79",41
4,"8,18,41,80",41
4,"8,18,41,81",41
4,"8,18,41,82",41
4,"8,18,41,83",41
4,"8,18,41,84",41
4,"8,18,41,85",41
4,"8,18,41,86",41
4,"8,18,41,87",41
4,"8,18,41,88",41
4,"8,18,41,89",41
4,"8,18,41,90",41
4,"8,18,41,91",41
4,"8,18,41,92",41
4,"8,18,41,93",41
4,"8,18,41,94",41
4,"8,18,41,95",41
4,"8,18,41,96",41
4,"8,18,41,97",41
4,"8,18,41,98",41
4,"8,18,41,99",41
4,"8,19,31,58",41
4,"8,19,32,58",41
4,"8,19,33,58",41
4,"8,19,34,58",41
4,"8,19,35,58",41
4,"8,19,36,58",41
4,"8,19,37,58",41
4,"8,19,38,58",41
4,"8,19,41,64",41
4,"8,19,41,65",41
4,"8,19,41,66",41
4,"8,19,41,67",41
4,"8,19,41,68",41
4,"8,19,41,69",41
4,"8,19,41,70",41
4,"8,19,41,71",41
4,"8,19,41,72",41
4,"8,19,41,73",41
4,"8,19,41,74",41
4,"8,19,41,75",41
4,"8,19,41,76",41
4,"8,19,41,77",41
4,"8,19,41,78",41
4,"8,19,41,79",41
4,"8,19,41,80",41
4,"8,19,41,81",41
4,"8,19,41,82",41
4,"8,19,41,83",41
4,"8,19,41,84",41
4,"8,19,41,85",41
4,"8,19,41,86",41
4,"8,19,41,87",41
4,"8,19,41,88",41
4,"8,19,41,89",41
4,"8,19,41,90",41
4,"8,19,41,91",41
4,"8,19,41,92",41
4,"8,19,41,93",41
4,"8,19,41,94",41
4,"8,19,41,95",41
4,"8,19,41,96",41
4,"8,19,41,97",41
4,"8,19,41,98",41
4,"8,19,41,99",41
4,"8,19,58,98",41
4,"8,19,58,99",41
4,"8,20,41,63",41
4,"8,20,41,64",41
4,"8,20,41,65",41
4,"8,20,41,66",41
4,"8,20,41,67",41
4,"8,20,41,68",41
4,"8,20,41,69",41
4,"8,20,41,70",41
4,"8,20,41,71",41
4,"8,20,41,72",41
4,"8,20,41,73",41
4,"8,20,41,74",41
4,"8,20,41,75",41
4,"8,20,41,76",41
4,"8,20,41,77",41
4,"8,20,41,78",41
4,"8,20,41,79",41
4,"8,20,41,80",41
4,"8,20,41,81",41
4,"8,20,41,82",41
4,"8,20,41,83",41
4,"8,20,41,84",41
4,"8,20,41,85",41
4,"8,20,41,86",41
4,"8,20,41,87",41
4,"8,20,41,88",41
4,"8,20,41,89",41
4,"8,20,41,90",41
4,"8,20,41,91",41
4,"8,20,41,92",41
4,"8,20,41,93",41
4,"8,20,41,94",41
4,"8,20,41,95",41
4,"8,20,41,96",41
4,"8,20,41,97",41
4,"8,20,41,98",41
4,"8,20,41,99",41
4,"8,21,41,62",41
4,"8,21,41,63",41
4,"8,21,41,64",41
4,"8,21,41,65",41
4,"8,21,41,66",41
4,"8,21,41,67",41
4,"8,21,41,68",41
4,"8,21,41,69",41
4,"8,21,41,70",41
4,"8,21,41,71",41
4,"8,21,41,72",41
4,"8,21,41,73",41
4,"8,21,41,74",41
4,"8,21,41,75",41
4,"8,21,41,76",41
4,"8,21,41,77",41
4,"8,21,41,78",41
4,"8,21,41,79",41
4,"8,21,41,80",41
4,"8,21,41,81",41
4,"8,21,41,82",41
4,"8,21,41,83",41
4,"8,21,41,84",41
4,"8,21,41,85",41
4,"8,21,41,86",41
4,"8,21,41,87",41
4,"8,21,41,88",41
4,"8,21,41,89",41
4,"8,21,41,90",41
4,"8,21,41,91",41
4,"8,21,41,92",41
4,"8,21,41,93",41
4,"8,21,41,94",41
4,"8,21,41,95",41
4,"8,21,41,96",41
4,"8,21,41,97",41
4,"8,21,41,98",41
4,"8,21,41,99",41
4,"8,22,41,61",41
4,"8,22,41,62",41
4,"8,22,41,63",41
4,"8,22,41,64",41
4,"8,22,41,65",41
4,"8,22,41,66",41
4,"8,22,41,67",41
4,"8,22,41,68",41
4,"8,22,41,69",41
4,"8,22,41,70",41
4,"8,22,41,71",41
4,"8,22,41,72",41
4,"8,22,41,73",41
4,"8,22,41,74",41
4,"8,22,41,75",41
4,"8,22,41,76",41
4,"8,22,41,77",41
4,"8,22,41,78",41
4,"8,22,41,79",41
4,"8,22,41,80",41
4,"8,22,41,81",41
4,"8,22,41,82",41
4,"8,22,41,83",41
4,"8,22,41,84",41
4,"8,22,41,85",41
4,"8,22,41,86",41
4,"8,22,41,87",41
4,"8,22,41,88",41
4,"8,22,41,89",41
4,"8,22,41,90",41
4,"8,22,41,91",41
4,"8,22,41,92",41
4,"8,22,41,93",41
4,"8,22,41,94",41
4,"8,22,41,95",41
4,"8,22,41,96",41
4,"8,22,41,97",41
4,"8,22,41,98",41
4,"8,22,41,99",41
4,"8,23,41,60",41
4,"8,23,41,61",41
4,"8,23,41,62",41
4,"8,23,41,63",41
4,"8,23,41,64",41
4,"8,23,41,65",41
4,"8,23,41,66",41
4,"8,23,41,67",41
4,"8,23,41,68",41
4,"8,23,41,69",41
4,"8,23,41,70",41
4,"8,23,41,71",41
4,"8,23,41,72",41
4,"8,23,41,73",41
4,"8,23,41,74",41
4,"8,23,41,75",41
4,"8,23,41,76",41
4,"8,23,41,77",41
4,"8,23,41,78",41
4,"8,23,41,79",41
4,"8,23,41,80",41
4,"8,23,41,81",41
4,"8,23,41,82",41
4,"8,23,41,83",41
4,"8,23,41,84",41
4,"8,23,41,85",41
4,"8,23,41,86",41
4,"8,23,41,87",41
4,"8,23,41,88",41
4,"8,23,41,89",41
4,"8,23,41,90",41
4,"8,23,41,91",41
4,"8,23,41,92",41
4,"8,23,41,93",41
4,"8,23,41,94",41
4,"8,23,41,95",41
4,"8,23,41,96",41
4,"8,23,41,97",41
4,"8,23,41,98",41
4,"8,23,41,99",41
4,"8,24,41,59",41
4,"8,24,41,60",41
4,"8,24,41,61",41
4,"8,24,41,62",41
4,"8,24,41,63",41
4,"8,24,41,64",41
4,"8,24,41,65",41
4,"8,24,41,66",41
4,"8,24,41,67",41
4,"8,24,41,68",41
4,"8,24,41,69",41
4,"8,24,41,70",41
4,"8,24,41,71",41
4,"8,24,41,72",41
4,"8,24,41,73",41
4,"8,24,41,74",41
4,"8,24,41,75",41
4,"8,24,41,76",41
4,"8,24,41,77",41
4,"8,24,41,78",41
4,"8,24,41,79",41
4,"8,24,41,80",41
4,"8,24,41,81",41
4,"8,24,41,82",41
4,"8,24,41,83",41
4,"8,24,41,84",41
4,"8,24,41,85",41
4,"8,24,41,86",41
4,"8,24,41,87",41
4,"8,24,41,88",41
4,"8,24,41,89",41
4,"8,24,41,90",41
4,"8,24,41,91",41
4,"8,24,41,92",41
4,"8,24,41,93",41
4,"8,24,41,94",41
4,"8,24,41,95",41
4,"8,24,41,96",41
4,"8,24,41,97",41
4,"8,24,41,98",41
4,"8,24,41,99",41
4,"9,19,30,58",41
4,"9,19,31,58",41
4,"9,19,32,58",41
4,"9,19,33,58",41
4,"9,19,34,58",41
4,"9,19,35,58",41
4,"9,19,36,58",41
4,"9,19,37,58",41
4,"9,19,38,58",41
4,"9,19,41,64",41
4,"9,19,41,65",41
4,"9,19,41,66",41
4,"9,19,41,67",41
4,"9,19,41,68",41
4,"9,19,41,69",41
4,"9,19,41,70",41
4,"9,19,41,71",41
4,"9,19,41,72",41
4,"9,19,41,73",41
4,"9,19,41,74",41
4,"9,19,41,75",41
4,"9,19,41,76",41
4,"9,19,41,77",41
4,"9,19,41,78",41
4,"9,19,41,79",41
4,"9,19,41,80",41
4,"9,19,41,81",41
4,"9,19,41,82",41
4,"9,19,41,83",41
4,"9,19,41,84",41
4,"9,19,41,85",41
4,"9,19,41,86",41
4,"9,19,41,87",41
4,"9,19,41,88",41
4,"9,19,41,89",41
4,"9,19,41,90",41
4,"9,19,41,91",41
4,"9,19,41,92",41
4,"9,19,41,93",41
4,"9,19,41,94",41
4,"9,19,41,95",41
4,"9,19,41,96",41
4,"9,19,41,97",41
4,"9,19,41,98",41
4,"9,19,41,99",41
4,"9,19,58,98",41
4,"9,19,58,99",41
4,"9,20,41,63",41
4,"9,20,41,64",41
4,"9,20,41,65",41
4,"9,20,41,66",41
4,"9,20,41,67",41
4,"9,20,41,68",41
4,"9,20,41,69",41
4,"9,20,41,70",41
4,"9,20,41,71",41
4,"9,20,41,72",41
4,"9,20,41,73",41
4,"9,20,41,74",41
4,"9,20,41,75",41
4,"9,20,41,76",41
4,"9,20,41,77",41
4,"9,20,41,78",41
4,"9,20,41,79",41
4,"9,20,41,80",41
4,"9,20,41,81",41
4,"9,20,41,82",41
4,"9,20,41,83",41
4,"9,20,41,84",41
4,"9,20,41,85",41
4,"9,20,41,86",41
4,"9,20,41,87",41
4,"9,20,41,88",41
4,"9,20,41,89",41
4,"9,20,41,90",41
4,"9,20,41,91",41
4,"9,20,41,92",41
4,"9,20,41,93",41
4,"9,20,41,94",41
4,"9,20,41,95",41
4,"9,20,41,96",41
4,"9,20,41,97",41
4,"9,20,41,98",41
4,"9,20,41,99",41
4,"9,21,41,62",41
4,"9,21,41,63",41
4,"9,21,41,64",41
4,"9,21,41,65",41
4,"9,21,41,66",41
4,"9,21,41,67",41
4,"9,21,41,68",41
4,"9,21,41,69",41
4,"9,21,41,70",41
4,"9,21,41,71",41
4,"9,21,41,72",41
4,"9,21,41,73",41
4,"9,21,41,74",41
4,"9,21,41,75",41
4,"9,21,41,76",41
4,"9,21,41,77",41
4,"9,21,41,78",41
4,"9,21,41,79",41
4,"9,21,41,80",41
4,"9,21,41,81",41
4,"9,21,41,82",41
4,"9,21,41,83",41
4,"9,21,41,84",41
4,"9,21,41,85",41
4,"9,21,41,86",41
4,"9,21,41,87",41
4,"9,21,41,88",41
4,"9,21,41,89",41
4,"9,21,41,90",41
4,"9,21,41,91",41
4,"9,21,41,92",41
4,"9,21,41,93",41
4,"9,21,41,94",41
4,"9,21,41,95",41
4,"9,21,41,96",41
4,"9,21,41,97",41
4,"9,21,41,98",41
4,"9,21,41,99",41
4,"9,22,41,61",41
4,"9,22,41,62",41
4,"9,22,41,63",41
4,"9,22,41,64",41
4,"9,22,41,65",41
4,"9,22,41,66",41
4,"9,22,41,67",41
4,"9,22,41,68",41
4,"9,22,41,69",41
4,"9,22,41,70",41
4,"9,22,41,71",41
4,"9,22,41,72",41
4,"9,22,41,73",41
4,"9,22,41,74",41
4,"9,22,41,75",41
4,"9,22,41,76",41
4,"9,22,41,77",41
4,"9,22,41,78",41
4,"9,22,41,79",41
4,"9,22,41,80",41
4,"9,22,41,81",41
4,"9,22,41,82",41
4,"9,22,41,83",41
4,"9,22,41,84",41
4,"9,22,41,85",41
4,"9,22,41,86",41
4,"9,22,41,87",41
4,"9,22,41,88",41
4,"9,22,41,89",41
4,"9,22,41,90",41
4,"9,22,41,91",41
4,"9,22,41,92",41
4,"9,22,41,93",41
4,"9,22,41,94",41
4,"9,22,41,95",41
4,"9,22,41,96",41
4,"9,22,41,97",41
4,"9,22,41,98",41
4,"9,22,41,99",41
4,"9,23,41,60",41
4,"9,23,41,61",41
4,"9,23,41,62",41
4,"9,23,41,63",41
4,"9,23,41,64",41
4,"9,23,41,65",41
4,"9,23,41,66",41
4,"9,23,41,67",41
4,"9,23,41,68",41
4,"9,23,41,69",41
4,"9,23,41,70",41
4,"9,23,41,71",41
4,"9,23,41,72",41
4,"9,23,41,73",41
4,"9,23,41,74",41
4,"9,23,41,75",41
4,"9,23,41,76",41
4,"9,23,41,77",41
4,"9,23,41,78",41
4,"9,23,41,79",41
4,"9,23,41,80",41
4,"9,23,41,81",41
4,"9,23,41,82",41
4,"9,23,41,83",41
4,"9,23,41,84",41
4,"9,23,41,85",41
4,"9,23,41,86",41
4,"9,23,41,87",41
4,"9,23,41,88",41
4,"9,23,41,89",41
4,"9,23,41,90",41
4,"9,23,41,91",41
4,"9,23,41,92",41
4,"9,23,41,93",41
4,"9,23,41,94",41
4,"9,23,41,95",41
4,"9,23,41,96",41
4,"9,23,41,97",41
4,"9,23,41,98",41
4,"9,23,41,99",41
4,"9,24,41,59",41
4,"9,24,41,60",41
4,"9,24,41,61",41
4,"9,24,41,62",41
4,"9,24,41,63",41
4,"9,24,41,64",41
4,"9,24,41,65",41
4,"9,24,41,66",41
4,"9,24,41,67",41
4,"9,24,41,68",41
4,"9,24,41,69",41
4,"9,24,41,70",41
4,"9,24,41,71",41
4,"9,24,41,72",41
4,"9,24,41,73",41
4,"9,24,41,74",41
4,"9,24,41,75",41
4,"9,24,41,76",41
4,"9,24,41,77",41
4,"9,24,41,78",41
4,"9,24,41,79",41
4,"9,24,41,80",41
4,"9,24,41,81",41
4,"9,24,41,82",41
4,"9,24,41,83",41
4,"9,24,41,84",41
4,"9,24,41,85",41
4,"9,24,41,86",41
4,"9,24,41,87",41
4,"9,24,41,88",41
4,"9,24,41,89",41
4,"9,24,41,90",41
4,"9,24,41,91",41
4,"9,24,41,92",41
4,"9,24,41,93",41
4,"9,24,41,94",41
4,"9,24,41,95",41
4,"9,24,41,96",41
4,"9,24,41,97",41
4,"9,24,41,98",41
4,"9,24,41,99",41
4,"10,21,41,62",41
4,"10,21,41,63",41
4,"10,21,41,64",41
4,"10,21,41,65",41
4,"10,21,41,66",41
4,"10,21,41,67",41
4,"10,21,41,68",41
4,"10,21,41,69",41
4,"10,21,41,70",41
4,"10,21,41,71",41
4,"10,21,41,72",41
4,"10,21,41,73",41
4,"10,21,41,74",41
4,"10,21,41,75",41
4,"10,21,41,76",41
4,"10,21,41,77",41
4,"10,21,41,78",41
4,"10,21,41,79",41
4,"10,21,41,80",41
4,"10,21,41,81",41
4,"10,21,41,82",41
4,"10,21,41,83",41
4,"10,21,41,84",41
4,"10,21,41,85",41
4,"10,21,41,86",41
4,"10,21,41,87",41
4,"10,21,41,88",41
4,"10,21,41,89",41
4,"10,21,41,90",41
4,"10,21,41,91",41
4,"10,21,41,92",41
4,"10,21,41,93",41
4,"10,21,41,94",41
4,"10,21,41,95",41
4,"10,21,41,96",41
4,"10,21,41,97",41
4,"10,21,41,98",41
4,"10,21,41,99",41
4,"10,22,41,61",41
4,"10,22,41,62",41
4,"10,22,41,63",41
4,"10,22,41,64",41
4,"10,22,41,65",41
4,"10,22,41,66",41
4,"10,22,41,67",41
4,"10,22,41,68",41
4,"10,22,41,69",41
4,"10,22,41,70",41
4,"10,22,41,71",41
4,"10,22,41,72",41
4,"10,22,41,73",41
4,"10,22,41,74",41
4,"10,22,41,75",41
4,"10,22,41,76",41
4,"10,22,41,77",41
4,"10,22,41,78",41
4,"10,22,41,79",41
4,"10,22,41,80",41
4,"10,22,41,81",41
4,"10,22,41,82",41
4,"10,22,41,83",41
4,"10,22,41,84",41
4,"10,22,41,85",41
4,"10,22,41,86",41
4,"10,22,41,87",41
4,"10,22,41,88",41
4,"10,22,41,89",41
4,"10,22,41,90",41
4,"10,22,41,91",41
4,"10,22,41,92",41
4,"10,22,41,93",41
4,"10,22,41,94",41
4,"10,22,41,95",41
4,"10,22,41,96",41
4,"10,22,41,97",41
4,"10,22,41,98",41
4,"10,22,41,99",41
4,"10,23,41,60",41
4,"10,23,41,61",41
4,"10,23,41,62",41
4,"10,23,41,63",41
4,"10,23,41,64",41
4,"10,23,41,65",41
4,"10,23,41,66",41
4,"10,23,41,67",41
4,"10,23,41,68",41
4,"10,23,41,69",41
4,"10,23,41,70",41
4,"10,23,41,71",41
4,"10,23,41,72",41
4,"10,23,41,73",41
4,"10,23,41,74",41
4,"10,23,41,75",41
4,"10,23,41,76",41
4,"10,23,41,77",41
4,"10,23,41,78",41
4,"10,23,41,79",41
4,"10,23,41,80",41
4,"10,23,41,81",41
4,"10,23,41,82",41
4,"10,23,41,83",41
4,"10,23,41,84",41
4,"10,23,41,85",41
4,"10,23,41,86",41
4,"10,23,41,87",41
4,"10,23,41,88",41
4,"10,23,41,89",41
4,"10,23,41,90",41
4,"10,23,41,91",41
4,"10,23,41,92",41
4,"10,23,41,93",41
4,"10,23,41,94",41
4,"10,23,41,95",41
4,"10,23,41,96",41
4,"10,23,41,97",41
4,"10,23,41,98",41
4,"10,23,41,99",41
4,"10,24,41,59",41
4,"10,24,41,60",41
4,"10,24,41,61",41
4,"10,24,41,62",41
4,"10,24,41,63",41
4,"10,24,41,64",41
4,"10,24,41,65",41
4,"10,24,41,66",41
4,"10,24,41,67",41
4,"10,24,41,68",41
4,"10,24,41,69",41
4,"10,24,41,70",41
4,"10,24,41,71",41
4,"10,24,41,72",41
4,"10,24,41,73",41
4,"10,24,41,74",41
4,"10,24,41,75",41
4,"10,24,41,76",41
4,"10,24,41,77",41
4,"10,24,41,78",41
4,"10,24,41,79",41
4,"10,24,41,80",41
4,"10,24,41,81",41
4,"10,24,41,82",41
4,"10,24,41,83",41
4,"10,24,41,84",41
4,"10,24,41,85",41
4,"10,24,41,86",41
4,"10,24,41,87",41
4,"10,24,41,88",41
4,"10,24,41,89",41
4,"10,24,41,90",41
4,"10,24,41,91",41
4,"10,24,41,92",41
4,"10,24,41,93",41
4,"10,24,41,94",41
4,"10,24,41,95",41
4,"10,24,41,96",41
4,"10,24,41,97",41
4,"10,24,41,98",41
4,"10,24,41,99",41
4,"10,25,41,58",41
4,"10,25,41,59",41
4,"10,25,41,60",41
4,"10,25,41,61",41
4,"10,25,41,62",41
4,"10,25,41,63",41
4,"10,25,41,64",41
4,"10,25,41,65",41
4,"10,25,41,66",41
4,"10,25,41,67",41
4,"10,25,41,68",41
4,"10,25,41,69",41
4,"10,25,41,70",41
4,"10,25,41,71",41
4,"10,25,41,72",41
4,"10,25,41,73",41
4,"10,25,41,74",41
4,"10,25,41,75",41
4,"10,25,41,76",41
4,"10,25,41,77",41
4,"10,25,41,78",41
4,"10,25,41,79",41
4,"10,25,41,80",41
4,"10,25,41,81",41
4,"10,25,41,82",41
4,"10,25,41,83",41
4,"10,25,41,84",41
4,"10,25,41,85",41
4,"10,25,41,86",41
4,"10,25,41,87",41
4,"10,25,41,88",41
4,"10,25,41,89",41
4,"10,25,41,90",41
4,"10,25,41,91",41
4,"10,25,41,92",41
4,"10,25,41,93",41
4,"10,25,41,94",41
4,"10,25,41,95",41
4,"10,25,41,96",41
4,"10,25,41,97",41
4,"10,25,41,98",41
4,"10,25,41,99",41
4,"11,23,41,60",41
4,"11,23,41,61",41
4,"11,23,41,62",41
4,"11,23,41,63",41
4,"11,23,41,64",41
4,"11,23,41,65",41
4,"11,23,41,66",41
4,"11,23,41,67",41
4,"11,23,41,68",41
4,"11,23,41,69",41
4,"11,23,41,70",41
4,"11,23,41,71",41
4,"11,23,41,72",41
4,"11,23,41,73",41
4,"11,23,41,74",41
4,"11,23,41,75",41
4,"11,23,41,76",41
4,"11,23,41,77",41
4,"11,23,41,78",41
4,"11,23,41,79",41
4,"11,23,41,80",41
4,"11,23,41,81",41
4,"11,23,41,82",41
4,"11,23,41,83",41
4,"11,23,41,84",41
4,"11,23,41,85",41
4,"11,23,41,86",41
4,"11,23,41,87",41
4,"11,23,41,88",41
4,"11,23,41,89",41
4,"11,23,41,90",41
4,"11,23,41,91",41
4,"11,23,41,92",41
4,"11,23,41,93",41
4,"11,23,41,94",41
4,"11,23,41,95",41
4,"11,23,41,96",41
4,"11,23,41,97",41
4,"11,23,41,98",41
4,"11,23,41,99",41
4,"11,24,41,59",41
4,"11,24,41,60",41
4,"11,24,41,61",41
4,"11,24,41,62",41
4,"11,24,41,63",41
4,"11,24,41,64",41
4,"11,24,41,65",41
4,"11,24,41,66",41
4,"11,24,41,67",41
4,"11,24,41,68",41
4,"11,24,41,69",41
4,"11,24,41,70",41
4,"11,24,41,71",41
4,"11,24,41,72",41
4,"11,24,41,73",41
4,"11,24,41,74",41
4,"11,24,41,75",41
4,"11,24,41,76",41
4,"11,24,41,77",41
4,"11,24,41,78",41
4,"11,24,41,79",41
4,"11,24,41,80",41
4,"11,24,41,81",41
4,"11,24,41,82",41
4,"11,24,41,83",41
4,"11,24,41,84",41
4,"11,24,41,85",41
4,"11,24,41,86",41
4,"11,24,41,87",41
4,"11,24,41,88",41
4,"11,24,41,89",41
4,"11,24,41,90",41
4,"11,24,41,91",41
4,"11,24,41,92",41
4,"11,24,41,93",41
4,"11,24,41,94",41
4,"11,24,41,95",41
4,"11,24,41,96",41
4,"11,24,41,97",41
4,"11,24,41,98",41
4,"11,24,41,99",41
4,"11,25,41,58",41
4,"11,25,41,59",41
4,"11,25,41,60",41
4,"11,25,41,61",41
4,"11,25,41,62",41
4,"11,25,41,63",41
4,"11,25,41,64",41
4,"11,25,41,65",41
4,"11,25,41,66",41
4,"11,25,41,67",41
4,"11,25,41,68",41
4,"11,25,41,69",41
4,"11,25,41,70",41
4,"11,25,41,71",41
4,"11,25,41,72",41
4,"11,25,41,73",41
4,"11,25,41,74",41
4,"11,25,41,75",41
4,"11,25,41,76",41
4,"11,25,41,77",41
4,"11,25,41,78",41
4,"11,25,41,79",41
4,"11,25,41,80",41
4,"11,25,41,81",41
4,"11,25,41,82",41
4,"11,25,41,83",41
4,"11,25,41,84",41
4,"11,25,41,85",41
4,"11,25,41,86",41
4,"11,25,41,87",41
4,"11,25,41,88",41
4,"11,25,41,89",41
4,"11,25,41,90",41
4,"11,25,41,91",41
4,"11,25,41,92",41
4,"11,25,41,93",41
4,"11,25,41,94",41
4,"11,25,41,95",41
4,"11,25,41,96",41
4,"11,25,41,97",41
4,"11,25,41,98",41
4,"11,25,41,99",41
