Number of Stops,Stops,Wheat Delivered (kg)
4,"12,25,41,58",41
4,"12,25,41,59",41
4,"12,25,41,60",41
4,"12,25,41,61",41
4,"12,25,41,62",41
4,"12,25,41,63",41
4,"12,25,41,64",41
4,"12,25,41,65",41
4,"12,25,41,66",41
4,"12,25,41,67",41
4,"12,25,41,68",41
4,"12,25,41,69",41
4,"12,25,41,70",41
4,"12,25,41,71",41
4,"12,25,41,72",41
4,"12,25,41,73",41
4,"12,25,41,74",41
4,"12,25,41,75",41
4,"12,25,41,76",41
4,"12,25,41,77",41
4,"12,25,41,78",41
4,"12,25,41,79",41
4,"12,25,41,80",41
4,"12,25,41,81",41
4,"12,25,41,82",41
4,"12,25,41,83",41
4,"12,25,41,84",41
4,"12,25,41,85",41
4,"12,25,41,86",41
4,"12,25,41,87",41
4,"12,25,41,88",41
4,"12,25,41,89",41
4,"12,25,41,90",41
4,"12,25,41,91",41
4,"12,25,41,92",41
4,"12,25,41,93",41
4,"12,25,41,94",41
4,"12,25,41,95",41
4,"12,25,41,96",41
4,"12,25,41,97",41
4,"12,25,41,98",41
4,"12,25,41,99",41
4,"12,26,41,57",41
4,"12,26,41,58",41
4,"12,26,41,59",41
4,"12,26,41,60",41
4,"12,26,41,61",41
4,"12,26,41,62",41
4,"12,26,41,63",41
4,"12,26,41,64",41
4,"12,26,41,65",41
4,"12,26,41,66",41
4,"12,26,41,67",41
4,"12,26,41,68",41
4,"12,26,41,69",41
4,"12,26,41,70",41
4,"12,26,41,71",41
4,"12,26,41,72",41
4,"12,26,41,73",41
4,"12,26,41,74",41
4,"12,26,41,75",41
4,"12,26,41,76",41
4,"12,26,41,77",41
4,"12,26,41,78",41
4,"12,26,41,79",41
4,"12,26,41,80",41
4,"12,26,41,81",41
4,"12,26,41,82",41
4,"12,26,41,83",41
4,"12,26,41,84",41
4,"12,26,41,85",41
4,"12,26,41,86",41
4,"12,26,41,87",41
4,"12,26,41,88",41
4,"12,26,41,89",41
4,"12,26,41,90",41
4,"12,26,41,91",41
4,"12,26,41,92",41
4,"12,26,41,93",41
4,"12,26,41,94",41
4,"12,26,41,95",41
4,"12,26,41,96",41
4,"12,26,41,97",41
4,"12,26,41,98",41
4,"12,26,41,99",41
4,"15,31,52,74",41
4,"15,31,52,75",41
4,"15,31,52,76",41
4,"15,31,52,77",41
4,"15,31,52,78",41
4,"15,31,52,79",41
4,"15,31,52,80",41
4,"15,31,52,81",41
4,"15,31,52,82",41
4,"15,31,52,83",41
4,"15,31,52,84",41
4,"15,31,52,85",41
4,"15,31,52,86",41
4,"15,31,52,87",41
4,"15,31,52,88",41
4,"15,31,52,89",41
4,"15,31,52,90",41
4,"15,31,52,91",41
4,"15,31,52,92",41
4,"15,31,52,93",41
4,"15,31,52,94",41
4,"15,31,52,95",41
4,"15,31,52,96",41
4,"15,31,52,97",41
4,"15,31,52,98",41
4,"15,31,52,99",41
4,"15,32,52,73",41
4,"15,32,52,74",41
4,"15,32,52,75",41
4,"15,32,52,76",41
4,"15,32,52,77",41
4,"15,32,52,78",41
4,"15,32,52,79",41
4,"15,32,52,80",41
4,"15,32,52,81",41
4,"15,32,52,82",41
4,"15,32,52,83",41
4,"15,32,52,84",41
4,"15,32,52,85",41
4,"15,32,52,86",41
4,"15,32,52,87",41
4,"15,32,52,88",41
4,"15,32,52,89",41
4,"15,32,52,90",41
4,"15,32,52,91",41
4,"15,32,52,92",41
4,"15,32,52,93",41
4,"15,32,52,94",41
4,"15,32,52,95",41
4,"15,32,52,96",41
4,"15,32,52,97",41
4,"15,32,52,98",41
4,"15,32,52,99",41
4,"15,33,52,72",41
4,"15,33,52,73",41
4,"15,33,52,74",41
4,"15,33,52,75",41
4,"15,33,52,76",41
4,"15,33,52,77",41
4,"15,33,52,78",41
4,"15,33,52,79",41
4,"15,33,52,80",41
4,"15,33,52,81",41
4,"15,33,52,82",41
4,"15,33,52,83",41
4,"15,33,52,84",41
4,"15,33,52,85",41
4,"15,33,52,86",41
4,"15,33,52,87",41
4,"15,33,52,88",41
4,"15,33,52,89",41
4,"15,33,52,90",41
4,"15,33,52,91",41
4,"15,33,52,92",41
4,"15,33,52,93",41
4,"15,33,52,94",41
4,"15,33,52,95",41
4,"15,33,52,96",41
4,"15,33,52,97",41
4,"15,33,52,98",41
4,"15,33,52,99",41
4,"15,41,68,96",41
4,"15,41,68,97",41
4,"15,41,68,98",41
4,"15,41,68,99",41
4,"15,41,69,98",41
4,"15,41,69,99",41
4,"16,41,67,94",41
4,"16,41,67,95",41
4,"16,41,67,96",41
4,"16,41,67,97",41
4,"16,41,67,98",41
4,"16,41,67,99",41
4,"16,41,68,96",41
4,"16,41,68,97",41
4,"16,41,68,98",41
4,"16,41,68,99",41
4,"16,41,69,98",41
4,"16,41,69,99",41
4,"17,35,55,76",41
4,"17,35,55,77",41
4,"17,35,55,78",41
4,"17,35,55,79",41
4,"17,35,55,80",41
4,"17,35,55,81",41
4,"17,35,55,82",41
4,"17,35,55,83",41
4,"17,35,55,84",41
4,"17,35,55,85",41
4,"17,35,55,86",41
4,"17,35,55,87",41
4,"17,35,55,88",41
4,"17,35,55,89",41
4,"17,35,55,90",41
4,"17,35,55,91",41
4,"17,35,55,92",41
4,"17,35,55,93",41
4,"17,35,55,94",41
4,"17,35,55,95",41
4,"17,35,55,96",41
4,"17,35,55,97",41
4,"17,35,55,98",41
4,"17,35,55,99",41
4,"17,41,66,92",41
4,"17,41,66,93",41
4,"17,41,66,94",41
4,"17,41,66,95",41
4,"17,41,66,96",41
4,"17,41,66,97",41
4,"17,41,66,98",41
4,"17,41,66,99",41
4,"17,41,67,94",41
4,"17,41,67,95",41
4,"17,41,67,96",41
4,"17,41,67,97",41
4,"17,41,67,98",41
4,"17,41,67,99",41
4,"17,41,68,96",41
4,"17,41,68,97",41
4,"17,41,68,98",41
4,"17,41,68,99",41
4,"17,41,69,98",41
4,"17,41,69,99",41
4,"18,41,65,90",41
4,"18,41,65,91",41
4,"18,41,65,92",41
4,"18,41,65,93",41
4,"18,41,65,94",41
4,"18,41,65,95",41
4,"18,41,65,96",41
4,"18,41,65,97",41
4,"18,41,65,98",41
4,"18,41,65,99",41
4,"18,41,66,92",41
4,"18,41,66,93",41
4,"18,41,66,94",41
4,"18,41,66,95",41
4,"18,41,66,96",41
4,"18,41,66,97",41
4,"18,41,66,98",41
4,"18,41,66,99",41
4,"18,41,67,94",41
4,"18,41,67,95",41
4,"18,41,67,96",41
4,"18,41,67,97",41
4,"18,41,67,98",41
4,"18,41,67,99",41
4,"18,41,68,96",41
4,"18,41,68,97",41
4,"18,41,68,98",41
4,"18,41,68,99",41
4,"18,41,69,98",41
4,"18,41,69,99",41
4,"19,41,64,88",41
4,"19,41,64,89",41
4,"19,41,64,90",41
4,"19,41,64,91",41
4,"19,41,64,92",41
4,"19,41,64,93",41
4,"19,41,64,94",41
4,"19,41,64,95",41
4,"19,41,64,96",41
4,"19,41,64,97",41
4,"19,41,64,98",41
4,"19,41,64,99",41
4,"19,41,65,90",41
4,"19,41,65,91",41
4,"19,41,65,92",41
4,"19,41,65,93",41
4,"19,41,65,94",41
4,"19,41,65,95",41
4,"19,41,65,96",41
4,"19,41,65,97",41
4,"19,41,65,98",41
4,"19,41,65,99",41
4,"19,41,66,92",41
4,"19,41,66,93",41
4,"19,41,66,94",41
4,"19,41,66,95",41
4,"19,41,66,96",41
4,"19,41,66,97",41
4,"19,41,66,98",41
4,"19,41,66,99",41
4,"19,41,67,94",41
4,"19,41,67,95",41
4,"19,41,67,96",41
4,"19,41,67,97",41
4,"19,41,67,98",41
4,"19,41,67,99",41
4,"19,41,68,96",41
4,"19,41,68,97",41
4,"19,41,68,98",41
4,"19,41,68,99",41
4,"19,41,69,98",41
4,"19,41,69,99",41
4,"20,41,63,86",41
4,"20,41,63,87",41
4,"20,41,63,88",41
4,"20,41,63,89",41
4,"20,41,63,90",41
4,"20,41,63,91",41
4,"20,41,63,92",41
4,"20,41,63,93",41
4,"20,41,63,94",41
4,"20,41,63,95",41
4,"20,41,63,96",41
4,"20,41,63,97",41
4,"20,41,63,98",41
4,"20,41,63,99",41
4,"20,41,64,88",41
4,"20,41,64,89",41
4,"20,41,64,90",41
4,"20,41,64,91",41
4,"20,41,64,92",41
4,"20,41,64,93",41
4,"20,41,64,94",41
4,"20,41,64,95",41
4,"20,41,64,96",41
4,"20,41,64,97",41
4,"20,41,64,98",41
4,"20,41,64,99",41
4,"20,41,65,90",41
4,"20,41,65,91",41
4,"20,41,65,92",41
4,"20,41,65,93",41
4,"20,41,65,94",41
4,"20,41,65,95",41
4,"20,41,65,96",41
4,"20,41,65,97",41
4,"20,41,65,98",41
4,"20,41,65,99",41
4,"20,41,66,92",41
4,"20,41,66,93",41
4,"20,41,66,94",41
4,"20,41,66,95",41
4,"20,41,66,96",41
4,"20,41,66,97",41
4,"20,41,66,98",41
4,"20,41,66,99",41
4,"20,41,67,94",41
4,"20,41,67,95",41
4,"20,41,67,96",41
4,"20,41,67,97",41
4,"20,41,67,98",41
4,"20,41,67,99",41
4,"20,41,68,96",41
4,"20,41,68,97",41
4,"20,41,68,98",41
4,"20,41,68,99",41
4,"20,41,69,98",41
4,"20,41,69,99",41
2,"1,40",40
2,"2,40",40
2,"3,40",40
2,"4,40",40
2,"5,40",40
2,"6,40",40
2,"7,40",40
2,"8,40",40
2,"9,40",40
2,"10,40",40
2,"11,40",40
2,"12,40",40
2,"13,40",40
2,"14,40",40
2,"15,40",40
2,"16,40",40
2,"16,54",40
2,"17,40",40
2,"18,40",40
2,"18,57",40
2,"19,40",40
2,"21,59",40
2,"22,58",40
2,"23,57",40
2,"24,56",40
2,"25,55",40
2,"26,54",40
2,"40,81",40
2,"40,82",40
2,"40,83",40
2,"40,84",40
2,"40,85",40
2,"40,86",40
2,"40,87",40
2,"40,88",40
2,"40,89",40
2,"40,90",40
2,"40,91",40
2,"40,92",40
2,"40,93",40
2,"40,94",40
2,"40,95",40
2,"40,96",40
2,"40,97",40
2,"40,98",40
2,"40,99",40
3,"1,3,40",40
3,"1,4,40",40
3,"1,5,40",40
3,"1,6,40",40
3,"1,7,40",40
3,"1,8,40",40
3,"1,9,40",40
3,"1,10,40",40
3,"1,11,40",40
3,"1,12,40",40
3,"1,13,40",40
3,"1,14,40",40
3,"1,15,40",40
3,"1,16,40",40
3,"1,16,54",40
3,"1,17,40",40
3,"1,18,40",40
3,"1,18,57",40
3,"1,19,40",40
3,"1,20,40",40
3,"1,21,59",40
3,"1,22,58",40
3,"1,23,57",40
3,"1,24,56",40
3,"1,25,55",40
3,"1,26,54",40
3,"1,40,80",40
3,"1,40,81",40
3,"1,40,82",40
3,"1,40,83",40
3,"1,40,84",40
3,"1,40,85",40
3,"1,40,86",40
3,"1,40,87",40
3,"1,40,88",40
3,"1,40,89",40
3,"1,40,90",40
3,"1,40,91",40
3,"1,40,92",40
3,"1,40,93",40
3,"1,40,94",40
3,"1,40,95",40
3,"1,40,96",40
3,"1,40,97",40
3,"1,40,98",40
3,"1,40,99",40
3,"2,5,40",40
3,"2,6,40",40
3,"2,7,40",40
3,"2,8,40",40
3,"2,9,40",40
3,"2,10,40",40
3,"2,11,40",40
3,"2,12,40",40
3,"2,13,40",40
3,"2,14,40",40
3,"2,15,40",40
3,"2,16,40",40
3,"2,16,54",40
3,"2,17,40",40
3,"2,18,40",40
3,"2,18,57",40
3,"2,19,40",40
3,"2,20,40",40
3,"2,21,59",40
3,"2,22,58",40
3,"2,23,57",40
3,"2,24,56",40
3,"2,25,55",40
3,"2,26,54",40
3,"2,27,53",40
3,"2,40,79",40
3,"2,40,80",40
3,"2,40,81",40
3,"2,40,82",40
3,"2,40,83",40
3,"2,40,84",40
3,"2,40,85",40
3,"2,40,86",40
3,"2,40,87",40
3,"2,40,88",40
3,"2,40,89",40
3,"2,40,90",40
3,"2,40,91",40
3,"2,40,92",40
3,"2,40,93",40
3,"2,40,94",40
3,"2,40,95",40
3,"2,40,96",40
3,"2,40,97",40
3,"2,40,98",40
3,"2,40,99",40
3,"3,7,40",40
3,"3,8,40",40
3,"3,9,40",40
3,"3,10,40",40
3,"3,11,40",40
3,"3,12,40",40
3,"3,13,40",40
3,"3,14,40",40
3,"3,15,40",40
3,"3,16,40",40
3,"3,16,54",40
3,"3,17,40",40
3,"3,18,40",40
3,"3,18,57",40
3,"3,19,40",40
3,"3,20,40",40
3,"3,21,40",40
3,"3,21,59",40
3,"3,22,58",40
3,"3,23,57",40
3,"3,24,56",40
3,"3,25,55",40
3,"3,26,54",40
3,"3,27,53",40
3,"3,40,78",40
3,"3,40,79",40
3,"3,40,80",40
3,"3,40,81",40
3,"3,40,82",40
3,"3,40,83",40
3,"3,40,84",40
3,"3,40,85",40
3,"3,40,86",40
3,"3,40,87",40
3,"3,40,88",40
3,"3,40,89",40
3,"3,40,90",40
3,"3,40,91",40
3,"3,40,92",40
3,"3,40,93",40
3,"3,40,94",40
3,"3,40,95",40
3,"3,40,96",40
3,"3,40,97",40
3,"3,40,98",40
3,"3,40,99",40
3,"4,9,40",40
3,"4,10,40",40
3,"4,11,40",40
3,"4,12,40",40
3,"4,13,40",40
3,"4,14,40",40
3,"4,15,40",40
3,"4,16,40",40
3,"4,16,54",40
3,"4,17,40",40
3,"4,18,40",40
3,"4,18,57",40
3,"4,19,40",40
3,"4,20,40",40
3,"4,21,40",40
3,"4,21,59",40
3,"4,22,58",40
3,"4,23,57",40
3,"4,24,56",40
3,"4,25,55",40
3,"4,26,54",40
3,"4,27,53",40
3,"4,40,77",40
3,"4,40,78",40
3,"4,40,79",40
3,"4,40,80",40
3,"4,40,81",40
3,"4,40,82",40
3,"4,40,83",40
3,"4,40,84",40
3,"4,40,85",40
3,"4,40,86",40
3,"4,40,87",40
3,"4,40,88",40
3,"4,40,89",40
3,"4,40,90",40
3,"4,40,91",40
3,"4,40,92",40
3,"4,40,93",40
3,"4,40,94",40
3,"4,40,95",40
3,"4,40,96",40
3,"4,40,97",40
3,"4,40,98",40
3,"4,40,99",40
3,"5,11,40",40
3,"5,12,40",40
3,"5,13,40",40
3,"5,14,40",40
3,"5,15,40",40
3,"5,16,40",40
3,"5,16,54",40
3,"5,17,40",40
3,"5,18,40",40
3,"5,18,57",40
3,"5,19,40",40
3,"5,20,40",40
3,"5,21,40",40
3,"5,21,59",40
3,"5,22,40",40
3,"5,22,58",40
3,"5,23,57",40
3,"5,24,56",40
3,"5,25,55",40
3,"5,26,54",40
3,"5,27,53",40
3,"5,28,52",40
3,"5,40,76",40
3,"5,40,77",40
3,"5,40,78",40
3,"5,40,79",40
3,"5,40,80",40
3,"5,40,81",40
3,"5,40,82",40
3,"5,40,83",40
3,"5,40,84",40
3,"5,40,85",40
3,"5,40,86",40
3,"5,40,87",40
3,"5,40,88",40
3,"5,40,89",40
3,"5,40,90",40
3,"5,40,91",40
3,"5,40,92",40
3,"5,40,93",40
3,"5,40,94",40
3,"5,40,95",40
3,"5,40,96",40
3,"5,40,97",40
3,"5,40,98",40
3,"5,40,99",40
3,"6,13,40",40
3,"6,14,40",40
3,"6,15,40",40
3,"6,16,40",40
3,"6,16,54",40
3,"6,17,40",40
3,"6,18,40",40
3,"6,18,57",40
3,"6,19,40",40
3,"6,20,40",40
3,"6,21,40",40
3,"6,21,59",40
3,"6,22,40",40
3,"6,22,58",40
3,"6,23,57",40
3,"6,24,56",40
3,"6,25,55",40
3,"6,26,54",40
3,"6,27,53",40
3,"6,28,52",40
3,"6,40,75",40
3,"6,40,76",40
3,"6,40,77",40
3,"6,40,78",40
3,"6,40,79",40
3,"6,40,80",40
3,"6,40,81",40
3,"6,40,82",40
3,"6,40,83",40
3,"6,40,84",40
3,"6,40,85",40
3,"6,40,86",40
3,"6,40,87",40
3,"6,40,88",40
3,"6,40,89",40
3,"6,40,90",40
3,"6,40,91",40
3,"6,40,92",40
3,"6,40,93",40
3,"6,40,94",40
3,"6,40,95",40
3,"6,40,96",40
3,"6,40,97",40
3,"6,40,98",40
3,"6,40,99",40
3,"7,15,40",40
3,"7,16,40",40
3,"7,17,40",40
3,"7,18,40",40
3,"7,18,57",40
3,"7,19,40",40
3,"7,20,40",40
3,"7,21,40",40
3,"7,21,59",40
3,"7,22,40",40
3,"7,22,58",40
3,"7,23,40",40
3,"7,23,57",40
3,"7,24,56",40
3,"7,25,55",40
3,"7,26,54",40
3,"7,27,53",40
3,"7,28,52",40
3,"7,40,74",40
3,"7,40,75",40
3,"7,40,76",40
3,"7,40,77",40
3,"7,40,78",40
3,"7,40,79",40
3,"7,40,80",40
3,"7,40,81",40
3,"7,40,82",40
3,"7,40,83",40
3,"7,40,84",40
3,"7,40,85",40
3,"7,40,86",40
3,"7,40,87",40
3,"7,40,88",40
3,"7,40,89",40
3,"7,40,90",40
3,"7,40,91",40
3,"7,40,92",40
3,"7,40,93",40
3,"7,40,94",40
3,"7,40,95",40
3,"7,40,96",40
3,"7,40,97",40
3,"7,40,98",40
3,"7,40,99",40
3,"8,17,40",40
3,"8,18,40",40
3,"8,18,57",40
3,"8,19,40",40
3,"8,20,40",40
3,"8,21,40",40
3,"8,21,59",40
3,"8,22,40",40
3,"8,22,58",40
3,"8,23,40",40
3,"8,23,57",40
3,"8,24,56",40
3,"8,25,55",40
3,"8,26,54",40
3,"8,27,53",40
3,"8,28,52",40
3,"8,29,51",40
3,"8,40,73",40
3,"8,40,74",40
3,"8,40,75",40
3,"8,40,76",40
3,"8,40,77",40
3,"8,40,78",40
3,"8,40,79",40
3,"8,40,80",40
3,"8,40,81",40
3,"8,40,82",40
3,"8,40,83",40
3,"8,40,84",40
3,"8,40,85",40
3,"8,40,86",40
3,"8,40,87",40
3,"8,40,88",40
3,"8,40,89",40
3,"8,40,90",40
3,"8,40,91",40
3,"8,40,92",40
3,"8,40,93",40
3,"8,40,94",40
3,"8,40,95",40
3,"8,40,96",40
3,"8,40,97",40
3,"8,40,98",40
3,"8,40,99",40
3,"9,19,40",40
3,"9,20,40",40
3,"9,21,40",40
3,"9,21,59",40
3,"9,22,40",40
3,"9,22,58",40
3,"9,23,40",40
3,"9,23,57",40
3,"9,24,40",40
3,"9,24,56",40
3,"9,25,55",40
3,"9,26,54",40
3,"9,27,53",40
3,"9,28,52",40
3,"9,29,51",40
3,"9,40,72",40
3,"9,40,73",40
3,"9,40,74",40
3,"9,40,75",40
3,"9,40,76",40
3,"9,40,77",40
3,"9,40,78",40
3,"9,40,79",40
3,"9,40,80",40
3,"9,40,81",40
3,"9,40,82",40
3,"9,40,83",40
3,"9,40,84",40
3,"9,40,85",40
3,"9,40,86",40
3,"9,40,87",40
3,"9,40,88",40
3,"9,40,89",40
3,"9,40,90",40
3,"9,40,91",40
3,"9,40,92",40
3,"9,40,93",40
3,"9,40,94",40
3,"9,40,95",40
3,"9,40,96",40
3,"9,40,97",40
3,"9,40,98",40
3,"9,40,99",40
3,"10,21,40",40
3,"10,21,59",40
3,"10,22,40",40
3,"10,22,58",40
3,"10,23,40",40
3,"10,23,57",40
3,"10,24,40",40
3,"10,24,56",40
3,"10,25,55",40
3,"10,26,54",40
3,"10,27,53",40
3,"10,28,52",40
3,"10,29,51",40
3,"10,40,71",40
3,"10,40,72",40
3,"10,40,73",40
3,"10,40,74",40
3,"10,40,75",40
3,"10,40,76",40
3,"10,40,77",40
3,"10,40,78",40
3,"10,40,79",40
3,"10,40,80",40
3,"10,40,81",40
3,"10,40,82",40
3,"10,40,83",40
3,"10,40,84",40
3,"10,40,85",40
3,"10,40,86",40
3,"10,40,87",40
3,"10,40,88",40
3,"10,40,89",40
3,"10,40,90",40
3,"10,40,91",40
3,"10,40,92",40
3,"10,40,93",40
3,"10,40,94",40
3,"10,40,95",40
3,"10,40,96",40
3,"10,40,97",40
3,"10,40,98",40
3,"10,40,99",40
3,"11,23,40",40
3,"11,23,57",40
3,"11,24,40",40
3,"11,24,56",40
3,"11,25,40",40
3,"11,25,55",40
3,"11,26,54",40
3,"11,27,53",40
3,"11,28,52",40
3,"11,29,51",40
3,"11,30,50",40
3,"11,40,70",40
3,"11,40,71",40
3,"11,40,72",40
3,"11,40,73",40
3,"11,40,74",40
3,"11,40,75",40
3,"11,40,76",40
3,"11,40,77",40
3,"11,40,78",40
3,"11,40,79",40
3,"11,40,80",40
3,"11,40,81",40
3,"11,40,82",40
3,"11,40,83",40
3,"11,40,84",40
3,"11,40,85",40
3,"11,40,86",40
3,"11,40,87",40
3,"11,40,88",40
3,"11,40,89",40
3,"11,40,90",40
3,"11,40,91",40
3,"11,40,92",40
3,"11,40,93",40
3,"11,40,94",40
3,"11,40,95",40
3,"11,40,96",40
3,"11,40,97",40
3,"11,40,98",40
3,"11,40,99",40
3,"12,25,40",40
3,"12,25,55",40
3,"12,26,54",40
3,"12,27,53",40
3,"12,28,52",40
3,"12,29,51",40
3,"12,30,50",40
3,"12,40,69",40
3,"12,40,70",40
3,"12,40,71",40
3,"12,40,72",40
3,"12,40,73",40
3,"12,40,74",40
3,"12,40,75",40
3,"12,40,76",40
3,"12,40,77",40
3,"12,40,78",40
3,"12,40,79",40
3,"12,40,80",40
3,"12,40,81",40
3,"12,40,82",40
3,"12,40,83",40
3,"12,40,84",40
3,"12,40,85",40
3,"12,40,86",40
3,"12,40,87",40
3,"12,40,88",40
3,"12,40,89",40
3,"12,40,90",40
3,"12,40,91",40
3,"12,40,92",40
3,"12,40,93",40
3,"12,40,94",40
3,"12,40,95",40
3,"12,40,96",40
3,"12,40,97",40
3,"12,40,98",40
3,"12,40,99",40
3,"13,27,53",40
3,"13,28,52",40
3,"13,29,51",40
3,"13,30,50",40
3,"13,40,68",40
3,"13,40,69",40
3,"13,40,70",40
3,"13,40,71",40
3,"13,40,72",40
3,"13,40,73",40
3,"13,40,74",40
3,"13,40,75",40
3,"13,40,76",40
3,"13,40,77",40
3,"13,40,78",40
3,"13,40,79",40
3,"13,40,80",40
3,"13,40,81",40
3,"13,40,82",40
3,"13,40,83",40
3,"13,40,84",40
3,"13,40,85",40
3,"13,40,86",40
3,"13,40,87",40
3,"13,40,88",40
3,"13,40,89",40
3,"13,40,90",40
3,"13,40,91",40
3,"13,40,92",40
3,"13,40,93",40
3,"13,40,94",40
3,"13,40,95",40
3,"13,40,96",40
3,"13,40,97",40
3,"13,40,98",40
3,"13,40,99",40
3,"14,29,51",40
3,"14,30,50",40
3,"14,31,49",40
3,"14,40,67",40
3,"14,40,68",40
3,"14,40,69",40
3,"14,40,70",40
3,"14,40,71",40
3,"14,40,72",40
3,"14,40,73",40
3,"14,40,74",40
3,"14,40,75",40
3,"14,40,76",40
3,"14,40,77",40
3,"14,40,78",40
3,"14,40,79",40
3,"14,40,80",40
3,"14,40,81",40
3,"14,40,82",40
3,"14,40,83",40
3,"14,40,84",40
3,"14,40,85",40
3,"14,40,86",40
3,"14,40,87",40
3,"14,40,88",40
3,"14,40,89",40
3,"14,40,90",40
3,"14,40,91",40
3,"14,40,92",40
3,"14,40,93",40
3,"14,40,94",40
3,"14,40,95",40
3,"14,40,96",40
3,"14,40,97",40
3,"14,40,98",40
3,"14,40,99",40
3,"15,40,66",40
3,"15,40,67",40
3,"15,40,68",40
3,"15,40,69",40
3,"15,40,70",40
3,"15,40,71",40
3,"15,40,72",40
3,"15,40,73",40
3,"15,40,74",40
3,"15,40,75",40
3,"15,40,76",40
3,"15,40,77",40
3,"15,40,78",40
3,"15,40,79",40
3,"15,40,80",40
3,"15,40,81",40
3,"15,40,82",40
3,"15,40,83",40
3,"15,40,84",40
3,"15,40,85",40
3,"15,40,86",40
3,"15,40,87",40
3,"15,40,88",40
3,"15,40,89",40
3,"15,40,90",40
3,"15,40,91",40
3,"15,40,92",40
3,"15,40,93",40
3,"15,40,94",40
3,"15,40,95",40
3,"15,40,96",40
3,"15,40,97",40
3,"15,40,98",40
3,"15,40,99",40
3,"16,33,54",40
3,"16,34,54",40
3,"16,40,65",40
3,"16,40,66",40
3,"16,40,67",40
3,"16,40,68",40
3,"16,40,69",40
3,"16,40,70",40
3,"16,40,71",40
3,"16,40,72",40
3,"16,40,73",40
3,"16,40,74",40
3,"16,40,75",40
3,"16,40,76",40
3,"16,40,77",40
3,"16,40,78",40
3,"16,40,79",40
3,"16,40,80",40
3,"16,40,81",40
3,"16,40,82",40
3,"16,40,83",40
3,"16,40,84",40
3,"16,40,85",40
3,"16,40,86",40
3,"16,40,87",40
3,"16,40,88",40
3,"16,40,89",40
3,"16,40,90",40
3,"16,40,91",40
3,"16,40,92",40
3,"16,40,93",40
3,"16,40,94",40
3,"16,40,95",40
3,"16,40,96",40
3,"16,40,97",40
3,"16,40,98",40
3,"16,40,99",40
3,"16,54,93",40
3,"16,54,94",40
3,"16,54,95",40
3,"16,54,96",40
3,"16,54,97",40
3,"16,54,98",40
3,"16,54,99",40
3,"17,40,64",40
3,"17,40,65",40
3,"17,40,66",40
3,"17,40,67",40
3,"17,40,68",40
3,"17,40,69",40
3,"17,40,70",40
3,"17,40,71",40
3,"17,40,72",40
3,"17,40,73",40
3,"17,40,74",40
3,"17,40,75",40
3,"17,40,76",40
3,"17,40,77",40
3,"17,40,78",40
3,"17,40,79",40
3,"17,40,80",40
3,"17,40,81",40
3,"17,40,82",40
3,"17,40,83",40
3,"17,40,84",40
3,"17,40,85",40
3,"17,40,86",40
3,"17,40,87",40
3,"17,40,88",40
3,"17,40,89",40
3,"17,40,90",40
3,"17,40,91",40
3,"17,40,92",40
3,"17,40,93",40
3,"17,40,94",40
3,"17,40,95",40
3,"17,40,96",40
3,"17,40,97",40
3,"17,40,98",40
3,"17,40,99",40
3,"18,37,57",40
3,"18,40,63",40
3,"18,40,64",40
3,"18,40,65",40
3,"18,40,66",40
3,"18,40,67",40
3,"18,40,68",40
3,"18,40,69",40
3,"18,40,70",40
3,"18,40,71",40
3,"18,40,72",40
3,"18,40,73",40
3,"18,40,74",40
3,"18,40,75",40
3,"18,40,76",40
3,"18,40,77",40
3,"18,40,78",40
3,"18,40,79",40
3,"18,40,80",40
3,"18,40,81",40
3,"18,40,82",40
3,"18,40,83",40
3,"18,40,84",40
3,"18,40,85",40
3,"18,40,86",40
3,"18,40,87",40
3,"18,40,88",40
3,"18,40,89",40
3,"18,40,90",40
3,"18,40,91",40
3,"18,40,92",40
3,"18,40,93",40
3,"18,40,94",40
3,"18,40,95",40
3,"18,40,96",40
3,"18,40,97",40
3,"18,40,98",40
3,"18,40,99",40
3,"18,57,97",40
3,"18,57,98",40
3,"18,57,99",40
3,"19,40,62",40
3,"19,40,63",40
3,"19,40,64",40
3,"19,40,65",40
3,"19,40,66",40
3,"19,40,67",40
3,"19,40,68",40
3,"19,40,69",40
3,"19,40,70",40
3,"19,40,71",40
3,"19,40,72",40
3,"19,40,73",40
3,"19,40,74",40
3,"19,40,75",40
3,"19,40,76",40
3,"19,40,77",40
3,"19,40,78",40
3,"19,40,79",40
3,"19,40,80",40
3,"19,40,81",40
3,"19,40,82",40
3,"19,40,83",40
3,"19,40,84",40
3,"19,40,85",40
3,"19,40,86",40
3,"19,40,87",40
3,"19,40,88",40
3,"19,40,89",40
3,"19,40,90",40
3,"19,40,91",40
3,"19,40,92",40
3,"19,40,93",40
3,"19,40,94",40
3,"19,40,95",40
3,"19,40,96",40
3,"19,40,97",40
3,"19,40,98",40
3,"19,40,99",40
3,"21,59,98",40
3,"21,59,99",40
3,"22,58,95",40
3,"22,58,96",40
3,"22,58,97",40
3,"22,58,98",40
3,"22,58,99",40
3,"23,57,92",40
3,"23,57,93",40
3,"23,57,94",40
3,"23,57,95",40
3,"23,57,96",40
3,"23,57,97",40
3,"23,57,98",40
3,"23,57,99",40
3,"24,56,89",40
3,"24,56,90",40
3,"24,56,91",40
3,"24,56,92",40
3,"24,56,93",40
3,"24,56,94",40
